mntiadd,mntiadmin,mntiadminnum,mntidetails,mntihigh,mntilistno,mntiname,mntinfdt,mntisname,mntisummary,mntitop,admin_primary,admin_secondary,height_category,details_length,has_rock,has_water,gradient,암반구간비율,course_distance_km,누적상승고도,peakfit_score,weather_status,tour_demand_score,transport_score
대전광역시 동구 소호동 ,동구청,042-251-4114,"대전광역시 동구 소호동 산 143번지에 있으며 해발 382m의 중간 높이 산으로 산세는 산 면이 암벽으로 둘러싸여 있어 경사지고 거친 편이나 등반로는 비교적 잘 되어 있다. 쉬운 등반 진입로는 지프재(비파치) 고개 좌측 벽면이 파여 있는 부분으로 진입하여 임도를 무시하고 동쪽의 정상 쪽으로 오르다가 정상부에서 남쪽으로 등반하며 몇 개의 봉우리를 거쳐 남동쪽으로 하산하면 되겠고, 정상부에서 전경으로는 동쪽으로 식장산이 보이고 북쪽으로는 대전 시내 일대 전경이 훤히 내려다보인다.",381.6,301100101,강바위산,20201201, , , ,대전광역시,동구,초급(300~600m),268,False,False,7.201038490553535,7.795844735667533,8.961555664292348,297.4657767311551,28.5,흐림(보통),91.0,92.9
강원특별자치도 춘천시 남산면 강촌리,춘천시청,033-253-3700,( - ),485.4,421106101,강선봉,20201201, , , ,강원특별자치도,춘천시,초급(300~600m),5,False,False,9.558703250838834,3.501252591667301,8.976445767087998,365.4359396274407,28.6,맑음(안전),57.3,41.2
경상남도 거창군 신원면 와룡리,거창군청,055-940-3114,( - ),,488805501,강섭산,20201201, , , ,경상남도,거창군,,5,False,False,13.542155772525126,0.5784267656339637,8.899916612891058,,0.0,맑음(안전),97.1,85.2
경기도 가평군 북면 적목리,가평군청,031-580-2114,"경기도 포천군과 가평군의 경계를 이루는 강씨봉은 옛날 이곳에 강씨가 모여 살았다 하여 붙여진 이름이라 한다. 강씨봉에서 동남쪽으로 뻗어 내리는 능선 길에 강씨봉고개가 있으며, 고갯마루에서 동쪽 아래에 강씨봉 마을 터가 남아있다. 전체 산세가 완만하고 부드러워 산행이 힘들지 않으며, 한나무골 계곡은 아직도 맑고 깨끗함을 간직하고 있다. 강씨봉은 포천시와 가평군을 경계로 하는 아기자기한 등산코스를 지니고 있지만, 주위에 유명한 산들이 많아, 등산객이 많지 않은 조용한 산행을 즐길 수 있어 가족산행지로 가볼 만하다. 특히 겨울 설경이 아름다우며 산꼭대기 좌우로 매우 아름다운 경관을 가진 산으로 한나무골의 계곡은 맑고 깨끗하다. 마지막 능선의 억새밭과 싸리나무, 봄철의 진달래와 철쭉이 어우러진 모습이 볼만하다.",830.2,418200201,강씨봉,20201201, , , ,경기도,가평군,중급(600~1000m),398,False,True,21.36029531844986,9.691026301408113,3.529767796743084,661.3439113826781,33.1,맑음(안전),43.0,68.4
경상남도 합천군 청덕면 가현리,합천군청,055-930-3114,( - ),37.4,488900401,강진산,20201201, , , ,경상남도,합천군,입문(0~300m),5,False,False,22.214611665126867,8.837858849634257,5.335534425538398,28.188632495385704,21.0,흐림(보통),49.0,66.8
전라북도 순창군 팔덕면 청계리,순창군청,063-650-1114,"순창읍에서 10km의 가까운 거리에 있는 강천산은 호남의 소금강이라고 불릴 정도로 곳곳에 기봉이 솟아 있고, 크고 작은 수많은 바위 사이로 폭포를 이루고 있으며, 4km에 이르는 깊은 계곡과 계곡을 뒤덮은 울창한 숲은 자연 그대로의 아름다움을 고이 간직하고 있다. 원래는 생김새가 용이 꼬리를 치며 승천하는 모습과 닮았다 하여 용천산(龍天山)이라 불렸다. 또한, 유서 깊은 강천사와 삼 인대 5층 석탑, 금성산성 등 문화유적이 산재하고, 비경이 많이 숨겨져 있다. 일명 광덕산이라고도 불리는 강천산은 1981년 국내에서 최초로 군립공원으로 지정된 곳이기도 하며, 길이 76m의 현수교가 지상 50m 높이에 설치돼 있어 웅장함을 더해주고 있다. 볼거리는 11월 초순에 절정을 이루는 단풍과 4월 초순에 만개하는 산벚꽃이 유명한데, 산 입구의 강천호 주변뿐 아니라 등산로 어디에서나 즐길 수 있다. 산 암봉 아래에는 887년(신라 진성여왕 1) 도선국사(道詵國師)가 세운 강천사가 있다. 이곳의 석탑은 전라북도 유형문화재 92호로 지정되었고, 절 입구의 모과나무는 전라북도기념물 97호이다. 그 밖에 순창 삼인대(三印臺:전북유형문화재 27), 금성산성(金城山城:전북기념물 52) 등의 문화유적이 있다. 내장산(內藏山:763m)·백양사(白羊寺)·담양댐 등과도 가깝다.",585.8,457700101,강천산_왕자봉,20201201, , ,"군립공원(1981년 지정)으로 지정되어 있으며, 강천계곡 등 경관이 수려하고 조망이 좋은 점 등을 고려하여 선정신라 진성여왕때(887년) 도선국사가 개창한 강천사(剛泉寺)가 있으며, 산 이름도 강천사(剛泉寺)에서 유래. 삼국시대에 축조된 것으로 추정되는 금성산성(金城山城)이 유명 ",전라북도,순창군,초급(300~600m),650,True,True,5.1390426106238145,28.55504566390426,9.872412077197438,443.73900865936173,37.5,맑음(안전),72.3,40.4
경상남도 창녕군 길곡면 마천리,창녕군청,055-530-1000,( - ),476.6,487400101,강태봉,20201201, , , ,경상남도,창녕군,초급(300~600m),5,False,False,15.214946051551316,9.949078226464353,8.062106048634918,396.2219879703948,30.3,흐림(보통),74.5,89.2
경기도 양평군 개군면 석장리,양평군청,031-773-5101,( - ),237.9,418300301,개군산,20201201, , , ,경기도,양평군,입문(0~300m),5,False,False,13.34822006297558,1.738952492194873,1.7309230804172584,212.61300624228087,18.9,맑음(안전),78.7,61.6
광주광역시 서구 매월동 ,서구청,062-360-7114,( - ),179.3,291400101,개금산,20201201, , , ,광주광역시,서구,입문(0~300m),5,False,False,9.442156209414605,3.9624201890265875,2.0542390257141827,147.15643001205922,15.4,비/눈(위험),41.0,72.4
경기도 여주시 점동면 장안리,여주시청,031-883-2114,( - ),156.8,416700201,개내골산,20201201, , , ,경기도,여주시,입문(0~300m),5,False,False,7.3973073466736565,7.582384757040913,5.443416702904829,112.17407608715735,17.6,흐림(보통),97.6,80.6
대전광역시 동구 효평동 ,동구청,042-251-4114,"대전광역시 동구 효평동 산83번지 서쪽에 있는 개머리산은 해발 379m로써 완만한 경사를 이루고 있으며 정상부근에 있는 견두산성은 둘레가 280m인데 테뫼식으로 자연 암반을 이용해 잡석으로 구축한 석축산성이다. 산 동쪽에 있는 말 안장 모양의 봉우리(성황 고개) 일 대 이며 소규모 석축 산성이 있었으나 지금은 흔적만 남아 있을 뿐이다. 등산로는 말미 마을에서 올라가는 길과 말미 마을 안내판 및 이정표 설치됨 북서쪽으로 약 1.5km 지점 도로변에 있는 소공원에서 출발하는 곳에 이정표 설치됨. 절고개 맞은편 입구(이정표 설치됨)에서 출발하는 길이 있으며, 세 개 등산로 중 가장 완만한 등산로는 절고개 임 도 맞은편에서 출발하는 등산로이다. 정상에 오르면 남동쪽으로 대청호가 보이고 서쪽으로 계족산과 계족산성이 한눈에 들어온다.",357.3,301100201,개머리산,20201201, , , ,대전광역시,동구,초급(300~600m),409,False,False,11.752303428072558,6.960206180537922,9.22837174982326,255.51120504601164,29.9,맑음(안전),42.7,82.2
경기도 고양시 덕양구 선유동 ,고양시 덕양구청,031-909-9000,"파주 양주 고양 3군데의 시에 걸쳐 산이 형성되어있다.  파주쪽의 개명산 자락은 앵무봉, 안고령, 바깥고령으로 나뉘어져 부르면서 다른 산인양 여겨지고 있다. 고양시 쪽 자락은 산봉우리의 한쪽 사면만을 보고 있다. 개명산의 고양시 구간은 경사가 완만하고, 고도가 낮아 일반인의 접근이 쉽다.",559.9,412801301,개명산,20201201, , , ,경기도,고양시,초급(300~600m),161,False,False,23.858194078250385,1.5389590633985506,6.078965282598071,498.4703722702865,29.4,맑음(안전),48.6,97.4
경기도 양주시 장흥면 석현리,양주시청,031-8082-4114,"양주군 백석면과의 사이에 있는 해발 622m의 아담한 높이의 산으로, 고찰인 보광사가 있기도 하다.
평평한 산 정상에서 바라보면 북으로 파주시와 양주군의 나지막한 산들이 건너다보이고, 동쪽으로 죽 늘어선 불국산, 사패산, 도봉산 바위봉우리, 남쪽으로 북한산 백운대의 당당한 모습이 보인다.
산행은 보광사에서 시작하여 도솔암을 오른 후 헬기장을 거쳐 정상에 오른 후, 서릉을 거쳐 보광사로 하산하는 것이 좋다.",,416300201,개명산,20201201, , , ,경기도,양주시,,232,True,False,11.464058640415104,26.316662499812356,5.731406318291467,,0.0,맑음(안전),40.8,71.9
경기도 연천군 청산면 백의리,연천군청,031-834-2211,( - ),447.2,418000201,개미산,20201201, , , ,경기도,연천군,초급(300~600m),5,False,False,15.375812434867322,2.2444057183666066,2.39652644963136,321.27447123521654,24.0,비/눈(위험),74.0,64.0
경상북도 청도군 운문면 대천리,청도군청,054-370-6114,( - ),317.4,478200201,개산,20201201, , , ,경상북도,청도군,초급(300~600m),5,False,False,19.060379177903556,2.2381761482262306,7.0826308901565,260.2073503923062,27.6,맑음(안전),95.9,97.2
서울특별시 구로구 오류동 ,구로구청,02-860-2114,( - ),,115300101,개웅산,20201201, , , ,서울특별시,구로구,,5,False,False,12.27259204758588,5.3697442289341355,8.487876865101917,,0.0,맑음(안전),80.0,78.5
강원특별자치도 인제군 상남면 미산리,인제군청,033-461-2122,"오대산을 지나 설악산으로 달리던 백두대간이 갈전곡봉에 이르러 서쪽으로 가지를 뻗은 산이 개인산이다. 개인산은 개인, 삼봉, 방동약수로 유명하며 이 약수 섞인 물은 개인산의 북면을 흐르는 방대천과 서남면을 돌아가 방대천을 합하는 20km의 내린천으로 흘러들어 차례로 소양강, 북한강, 한강이 된다. 계곡은 수려하나 보이지 않고 산날은 치솟았지만, 바위를 들어내지 않는다. 공기 좋고 물이 맑아 전염병이 들지 않고 먹거리가 많다. 입구는 좁고 안은 너른 형세다. 이런 곳은 여덟 군데 살둔, 달둔, 월둔, 아침가리, 명지가리, 적가리, 곁가리, 연가리의 ‘삼둔오갈’을 두었는데 물, 불, 바람 즉 흉년, 전염병, 전쟁을 피할 수 있는 곳으로 내우외환이 끊이지 않았던 불행한 시대에 개인산은 많은 민추들을 보듬어 주었음을 역사는 전한다. 그리하여 개인산은 지리산과 금강산처럼 장엄하거나 빼어나진 않지만, 그 어느 것보다 한국적인 산이다.",1341.9,428100801,개인산,20201201, , , ,강원특별자치도,인제군,고급(1000m~),465,True,True,24.435641654419214,21.858798696834064,4.73357006381428,1113.3757236234535,48.8,맑음(안전),89.4,57.9
부산광역시 기장군 철마면 고촌리,기장군청,051-709-4000,( - ),450.2,267100201,개좌산,20201201, , , ,부산광역시,기장군,초급(300~600m),5,False,False,24.248945898842223,5.8008620783781115,8.092700732865284,339.21687858829296,33.2,맑음(안전),40.8,47.6
경기도 가평군 상면 원흥리,가평군청,031-580-2114,"개주산은 경기도 가평군 상면에 나지막이 엎드린 675m의 소담한 산이다. 남서쪽 5km에 주금산(813m), 바로 북쪽에 운악산(936m), 남쪽으로 상산(825m)에 가려 별로 빛을 보지 못한 감이 있다. 차도를 바짝 끼고 있으면서도 그냥 지나버리기 쉬운 것도 이 때문이다. 그러나 교통편이 좋고, 서울에서 불과 50km 떨어진 곳이라 부담 없는 당일 산행지로는 좋은 곳이다. 정상 남쪽에는 베네스트골프장이 있어 골프장에서 사람들이 말하고 웃는 소리, 골프공 맞는 소리가 종종 들려 심심함을 덜어준다. 멧돼지가 종종 출현하는지 골프장 외각에 전기선을 설치했으며, 함부로 들어오지 말라는 경고문이 있다. 사람들이 별로 다니지 않은 등산로는 낙엽이 많이 쌓여있으며, 등산로 곳곳에는 군인들이 훈련할 때 사용하는 '호'를 볼 수 있다.",675.5,418200301,개주산,20201201, , , ,경기도,가평군,중급(600~1000m),409,False,False,10.035645916507283,0.9148683739775487,9.698051558156898,474.89145343737556,28.9,맑음(안전),72.5,90.6
충청남도 천안시 동남구 북면 사담리,천안시청,1577-3900,( - ),453.8,441300101,개죽산,20201201, , , ,충청남도,천안시,초급(300~600m),5,False,False,14.94497011784771,8.774608626303804,3.232014902585357,405.24479493168786,25.8,맑음(안전),67.6,61.7
전라남도 화순군 도암면 등광리,화순군청,061-374-0001,"개천산은 도암면 천태리, 등광리와 춘양면 가동리 일대에 경계를 이룬 산으로 천태산과 마주한 곳에 자리하고 있으며 어느 곳에서 쳐다보아도 뾰족하게 보이는 탓에 인근 마을에서는 문필봉 또는 필봉이라 일컫기도 한다. 동쪽으로 보이는 용암산과 서로 자웅을 겨루듯 정상 부근은 바위 무리로 구성되어 있으며 특히 동쪽에 있는 바위는 아름다움을 더해 준다.",497.2,467900101,개천산,20201201, , , ,전라남도,화순군,초급(300~600m),192,True,True,11.017566196335393,15.31200085177412,5.948301865155301,372.9888044635232,29.4,맑음(안전),69.9,79.6
서울특별시 강서구 개화동 ,강서구청,02-2600-6114,"김포공항 옆에 있는 개화산은 높이 131.2m, 면적은 약 386.500㎡이다. 정상에는 조선 시대에 사용했다는 봉화 터가 남아 있다. 또한, 고려 시대에 세워진 사찰 두 개가 있다. 꽃이 피는 형상 같은 지형을 가지고 있다.",128.4,115000101,개화산,20201201, , , ,서울특별시,강서구,입문(0~300m),126,False,False,10.696809887549353,1.2951492128280417,3.940672643718892,107.24035507718943,16.7,흐림(보통),44.3,68.2
경기도 하남시 교산동 ,하남시청,031-790-6114,( - ),292.1,414500101,객산,20201201, , , ,경기도,하남시,입문(0~300m),5,False,False,5.737738947090656,8.887480798689772,8.239262561787633,245.75131699831425,24.7,맑음(안전),81.1,51.9
울산광역시 울주군 청량읍 용암리,울주군청,052-229-7000,( - ),169.5,317100301,거남산,20201201, , , ,울산광역시,울주군,입문(0~300m),5,False,False,17.191286679597937,9.556514982297534,6.409543609989838,139.32925143899456,23.9,맑음(안전),70.2,76.1
전라북도 순창군 유등면 건곡리,순창군청,063-650-1114,( - ),143.3,457700201,거등산,20201201, , , ,전라북도,순창군,입문(0~300m),5,False,False,15.05358046457723,8.621276172654506,6.893950549177582,109.27792591816316,24.0,흐림(보통),85.9,43.6
경상남도 고성군 거류면 거산리,고성군청,055-670-2114,"고성 동쪽의 거류면에 솟은 거류산은 고성의 진산이다. 기암과 청송, 진달래 산성 등 야산이 갖출 수 있는 조건들을 두루 갖추고 있다. 정상 가까이에 약수터가 있고 조망이 일품으로 다도해가 시원하게 보인다. 건너편 들녘에는 구절산이 보이고, 고성 전역과 한려해상의 전경이 한눈에 들어오는 산정에는 2천여 년 전 소가야 때 신라의 침공을 막기 위해 쌓은 거류산성의 흔적이 남아 있다. 이 성은 소가야 마지막 왕이 신라의 침입 때 피신처로 사용하였으나 신라가 가야를 합병함에 따라 폐성되었지만 곳곳에 산성의 자취가 남아 있고, 지금은 유적지로서 복원되었다. 소가야 때는 태조산(太朝山)이라 불렀고 조선 초기에는 거리산(巨吏山)으로, 조선 말엽에 거류산으로 부르게 되었다. 또한, 거류산이 깎아지른 듯 삼각형 모양으로 서 있는 모습이 스위스의 마터호른을 닮았다고 해서 일명 고성의 ‘마터호른’으로 불리기도 한다.",571.71,488200301,거류산,20201201, , , ,경상남도,고성군,초급(300~600m),450,True,False,6.029575024999787,26.19032149449756,8.2822703567351,431.19468784789086,35.8,비/눈(위험),69.1,64.8
인천광역시 남동구 장수동 ,남동구청,032-466-3811,"인천대공원 정문을 나와 부평 방향으로 가다가 서울 외곽 순환 고속국도를 타기 위해 장수 IC로 들어가면 점점 진입로가 높아지면서 오른쪽으로 군부대유격장이 들어온다. 유격장의 남쪽으로 우뚝 솟아 있는 봉우리가 거마산이다. 유격장이 있는 골짜기를 경계로 남쪽 봉우리를 중심으로 거마산, 북쪽 봉우리가 부천시에 속하는 성주산이다.",210.3,282000101,거마산,20201201, , , ,인천광역시,남동구,입문(0~300m),181,False,False,10.57292928473223,6.552419806390217,4.865749017630867,172.34792797047572,19.5,흐림(보통),49.0,72.8
경상남도 거창군 웅양면 한기리,거창군청,055-940-3114,"거말산 북쪽으로 경북 김천시 대덕면 태리 골담, 암마마을이 자리하고 서쪽으로 경남 거창군 웅양면 한기리 하곡마을이 자리하며 동쪽으로 웅양면 산포리 어인동 수령이 있고 남쪽으로 금광과 구수마을이 안겨 있다. 거말산은 경상 남·북 간을 경계하는 산으로서 옛날 군사적 요충지였던 우두령 재를 동쪽에 두고 서쪽에 웅양 하성에서 대덕 태리로 넘는 배티재를 두고 있다.",,488800301,거말산,20201201, , , ,경상남도,거창군,,200,False,False,23.165317719333075,5.5085737060913935,9.278265581459866,,0.0,맑음(안전),78.9,66.2
경상남도 함양군 서상면 도천리,함양군청,055-960-5114,"남쪽 기슭에 용추사(龍湫寺)가 있는 기백산(箕白山, 1,331m)을 북으로 마주하고 있다. 지우천(智雨川)은 기백산에서 발원하여 거망산 사이를 관류하여 남강으로 흘러간다. 거망산은 용추교에서 출발하여 용추폭포와 용추사를 거쳐 장자벌 입구에서 오른쪽 계곡 길을 타고 능선에서 왼쪽으로 굽어들면 정상에 닿을 수 있다. 지장골 남릉을 따라 주능선까지 오르는 산길은 억새와 조릿대ㆍ싸리나무ㆍ잡목림이 빽빽이 들어차 길이 안 보일 지경이다. 주능선을 따라 거망산으로 오르는 일대는 억새로 덮여 있다.",1184.0,488700101,거망산,20201201, , , ,경상남도,함양군,고급(1000m~),273,False,True,9.791237813339448,0.8698675991141014,6.0307453715921895,1052.9865470090601,38.7,맑음(안전),50.3,84.9
인천광역시 남동구 만수동 ,남동구청,032-466-3811,"산의 이름은 산의 모양이 마치 거머리 모습처럼 보인다 하여 원주민들의 입에서 입으로 불린 것이라 전해진다. 또한, 천주교 최초의 영세자이며 신유박해 때 순교한 이승훈 선생의 묘가 있으며, 남인이였던 그의 가족들이 오랫동안 이곳 거머리산 주위에서 살았다고 전해진다. 전형적인 도시 생활권 야산으로 주민들의 이용이 매우 많은 편이며, 산세가 높지 않고 조망이 매우 좋아 숲길 산책으로는 최고라 할 수 있겠다. 도시 숲길로서 소규모 공원을 함께 가지고 있어 무척 최적하다.",,282000201,거머리산,20201201, , , ,인천광역시,남동구,,261,False,False,7.897897441824462,4.084532130706987,2.8426159941004583,,0.0,맑음(안전),92.3,89.7
충청남도 천안시 동남구 병천면 송정리,천안시청,1577-3900,"충청남도 천안시 병천면 송정리와 충청북도 청원군 오창면 성재리의 경계를 이루고 있는 산이다. 동북쪽의 덕유산, 국사봉, 서림산과 약사산을 지나 이곳 솔림산을 거쳐 수신면의 망경산으로 이어지는 충남/북의 경계를 이루는 산줄기 일부를 이루고 있다. 그리 높지는 않은 산이나 지형이 마치 거미가 거미줄을 치듯 정상부에서 사방으로 작은 봉우리와 골을 이루고 있어, 예전부터 거미산 혹은 거머산이라고도 불리고 있다. 일반 등산객은 드물고 마을 주민들이 가끔 이용하는 산행길이다. 
.",209.8,441300201,거머산,20201201, , , ,충청남도,천안시,입문(0~300m),266,False,False,14.78905520555126,3.72688517012314,7.4151425044348205,153.35660858460034,23.8,비/눈(위험),76.8,86.3
충청북도 보은군 수한면 질신리,보은군청,043-540-3000,( - ),493.5,437200101,거멍산,20201201, , , ,충청북도,보은군,초급(300~600m),5,False,False,24.713009082212015,2.5975378376032623,8.242721478725162,438.69546874188995,34.1,맑음(안전),49.4,42.3
부산광역시 기장군 철마면 와여리,기장군청,051-709-4000,"기장군 철마면에 있는 거문산(543m)은 여름 등산지로 권할만한 곳이다. 산행을 시작해 1시간이면 정상에 닿을 수 있고 휴식을 포함해 3시간이면 완주할 정도로 코스가 짧은 데다 우거진 녹음이 있기 때문이다. 또 사람이 적게 다닌 곳이라 곳곳에 탐스럽게 열린 산딸기를 따 먹어 가면서 산을 오르는 즐거움을 맛볼 수 있으며 고사리 같은 산나물이 군락 이룬 자연을 구경할 수도 있다. 하산길에 수십 년 된 우리의 전통 초가를 감상할 수 있는 것도 산행 재미를 더해준다.",543.9,267100301,거문산,20201201, , , ,부산광역시,기장군,초급(300~600m),260,False,False,9.841105430230009,7.234201136885849,4.192474255073977,460.8503021382587,23.6,맑음(안전),97.7,51.6
강원특별자치도 평창군 대화리 신리,평창군청,033-330-2000,"강원도 평창군 용평면과 대화면 사이에 솟아 있는 거문산은 오대산에서 서쪽으로 뻗어 내린 산줄기가 계방산에 이르러 남쪽으로 이어지면서 백적산(1,141m)에서 서쪽으로 가지를 친 능선이 금당산(1,173m)을 빚어 놓고 그 여력으로 우뚝 솟은 산이다. 이 산을 일으키고 남쪽으로 뻗어 내린 지맥은 평창강과 대화천을 가라앉힌다.
 금당산(錦塘山)·백적산(白積山)·형제봉(兄弟峰) 등과 함께 한국의 척량부(脊梁部)를 이루는 태백산맥(太白山脈)의 일부를 구성한다. 중부지방을 북서쪽으로 흐르는 한강(漢江)의 지류인 평창강(平昌江)의 발원지를 이룬다.",1173.1,427600201,거문산,20201201, , , ,강원특별자치도,평창군,고급(1000m~),305,False,False,18.442710948117572,4.9587573507877085,8.7860236844894,1028.3380111815611,45.5,맑음(안전),71.1,72.2
강원특별자치도 고성군 죽왕면 야촌리,고성군청,033-680-3114,( - ),,428200101,거북산,20201201, , , ,강원특별자치도,고성군,,5,False,False,20.23239230657435,0.8104621590764793,9.202217665509014,,0.0,맑음(안전),44.4,96.1
경상남도 의령군 대의면 마쌍리,의령군청,055-570-2114,( - ),,487204901,거북산,20201201, , , ,경상남도,의령군,,5,False,False,9.752750879847994,2.2018320194981134,3.853688142711376,,0.0,맑음(안전),77.6,90.1
충청북도 진천군 이월면 신계리,진천군청,043-539-3114,( - ),,437501601,거북산,20201201, , , ,충청북도,진천군,,5,False,False,19.56432697223719,6.832587636595959,9.859932518079388,,0.0,맑음(안전),55.2,90.6
경상남도 의령군 궁류면 계현리,의령군청,055-570-2114,( - ),323.4,487200401,거장산,20201201, , , ,경상남도,의령군,초급(300~600m),5,False,False,12.355662654385064,0.7613085949030018,2.6960479884144464,270.3696367507102,18.5,맑음(안전),88.2,58.2
대구광역시 동구 신용동 ,동구청,053-662-2000,신무동과 신용동의 경계에 있는 산이며 팔공산과 연결되어 있음.,511.3,271400101,거저산,20201201, , , ,대구광역시,동구,초급(300~600m),34,False,False,17.64611661187159,8.512069140487688,3.217133181421165,399.6475919080286,25.1,맑음(안전),89.1,65.8
전라북도 무주군 설천면 두길리,무주군청,063-320-2114,( - ),1178.3,457300101,거칠봉,20201201, , , ,전라북도,무주군,고급(1000m~),5,False,False,17.670594215217896,4.951465270139743,3.065911133523222,828.4379601759737,35.2,흐림(보통),98.7,68.2
경기도 화성시 봉담읍 세곡리,화성시청,1577-4200,( - ),335.5,415900101,건달산,20201201, , , ,경기도,화성시,초급(300~600m),5,False,False,15.71549368149517,4.80586577326648,9.098912535066898,273.9643384115661,27.0,비/눈(위험),70.1,49.4
광주광역시 남구 원산동 ,남구청,062-651-9020,( - ),150.2,291550101,건덕산,20201201, , , ,광주광역시,남구,입문(0~300m),5,False,False,6.805795401088166,5.924077846595176,7.061486694762176,112.74317023695544,22.5,흐림(보통),67.3,41.9
강원특별자치도 원주시 문막읍 동화리,원주시청,033-742-2111,"원주시 문막읍 건등리의 구라우(건등산 남쪽 마을)와 너그내(구라우 남쪽 무산천 냇가의 마을). 북쪽에 있는 높이 260m의 산이다. 산세는 비교적 가파르며, 밤나무가 많아서 가을철 산행에 밤을 줍는 재미가 있다.",259.5,421300301,건등산,20201201, , , ,강원특별자치도,원주시,입문(0~300m),118,False,False,21.70604991178476,8.246809659251491,2.7928864073893194,205.018195374816,21.4,비/눈(위험),85.2,96.8
경상북도 칠곡군 지천면 심천리,칠곡군청,054-973-3321,"지천면 창평리, 심천리와 동명면 송산리를 경계로 두고 있는 산이며, 창평지, 심천지, 송산지로 이어지는 임도가 새로 닦여있다. 예전에는 건령산 능선을 따라 동명 한티재로 이어지는 성지순례 길로 이용되었으나 임도가 생김으로 숲길을 이용하는 사람이 줄어들 것으로 보인다. 정상부를 지나면 동명 저수지를 비롯해 동명의 경치를 한눈에 볼 수 있다. 숲은 주로 소나무숲으로 이루어져 솔잎 냄새로 피톤치드 효과가 있음.",521.2,478500201,건령산,20201201, , , ,경상북도,칠곡군,초급(300~600m),228,False,False,11.415601299434716,3.4780920790219305,5.242749056130966,464.65824501233715,24.6,맑음(안전),47.9,54.4
전라남도 진도군 군내면 나리,진도군청,061-544-2181,( - ),118.3,469000101,건배산,20201201, , , ,전라남도,진도군,입문(0~300m),5,False,False,8.730370207997085,6.780161525590636,6.730033213093317,92.25117561542001,23.1,맑음(안전),72.8,54.4
강원특별자치도 고성군 간성읍 광산리,고성군청,033-680-3114,( - ),,428200301,건봉산,20201201, , , ,강원특별자치도,고성군,,5,False,False,5.815502831095278,5.657319639957911,2.209444722409758,,0.0,맑음(안전),72.8,45.0
전라북도 군산시 대야면 죽산리,군산시청,063-454-4000,"건장산(健壯山)은 전북 군산시 대야면 죽산리 탑동마을을 둘러싼 낮은 산으로, 북쪽으로 군산시 임피면 보석리 왕산과 연계되었고 계속 위로 가면 봉황산으로 둘러싸였고, 남쪽으로 호남평야의 시작이며 곡창지대인 만경 평야가 보이는 전망 좋은 산이다. 서쪽의 대야면 백마산과 함께 대강을 이루는 포구 역할을 감당하는 곳이다. 동쪽의 산 아래는 전설이 서려 있는 3층 석탑이 있고, 그 옆에는 청룡사라는 사찰 터가 있는데, 불에 타 없어지고 언제부턴가 새로 만든 절간이 있다. 건장산과 왕산을 합치면 말이 뛰는 형상이며, 철길을 놓으려고 산을 자를 때 피가 나왔다는 설화가 있어 지금도 그곳을 말우고개라고 부른다.",92.2,451300101,건장산,20201201, , , ,전라북도,군산시,입문(0~300m),337,False,False,16.817858863764837,2.6702827016942132,9.000539131462379,68.01668877001619,25.4,맑음(안전),45.4,95.7
전라남도 무안군 몽탄면 사천리,무안군청,061-450-5114,( - ),223.0,468400201,건지봉,20201201, , , ,전라남도,무안군,입문(0~300m),5,False,False,18.55128723684565,8.78629986355158,8.33063005125305,186.0917382119163,26.9,맑음(안전),65.1,74.8
경상북도 상주시 중동면 회상리,상주시청,054-533-2001,( - ),421.6,472500301,건지봉,20201201, , , ,경상북도,상주시,초급(300~600m),5,False,False,5.331756578557123,7.974260216069281,5.794257575401425,377.50122639829175,25.7,맑음(안전),91.2,80.0
광주광역시 남구 양과동 ,남구청,062-651-9020,( - ),325.7,291550201,건지산,20201201, , , ,광주광역시,남구,초급(300~600m),5,False,False,15.24186116598562,6.584518346584255,9.72057622970295,234.62731659086307,28.9,맑음(안전),91.4,94.7
경상북도 안동시 북후면 도진리,안동시청,054-856-5701,( - ),278.4,471706201,건지산,20201201, , , ,경상북도,안동시,입문(0~300m),5,False,False,9.529915503958758,8.505817290942419,5.050968323838347,195.34325438321002,22.4,맑음(안전),46.0,60.7
전라북도 순창군 인계면 갑동리,순창군청,063-650-1114,( - ),411.9,457700301,건지산,20201201, , , ,전라북도,순창군,초급(300~600m),5,False,False,17.903455808188998,8.672942009598025,9.864937711810231,324.0485504570748,32.7,맑음(안전),45.4,77.3
경상북도 안동시 도사면 온혜리,안동시청,054-856-5701,"동편 낙동강 건너에는 왕모산과 축융봉이 자리 잡고 있으며, 서편으로는 35번 국도를 넘어 국망봉과 용두산이 능선을 이루고 있다. 건지산은 낙동강과 35번 국도가 둥글게 감싸고 있어 때 묻지 않은 자연의 산으로 각종 산야초가 가득한 산이다. 등산객들은 자주 찾지 않는 산이며 계절별 버섯 및 산나물 채취인들이 많이 찾는 곳이다.",557.0,471700201,건지산,20201201, , , ,경상북도,안동시,초급(300~600m),182,False,False,8.48732858009983,7.083629767150348,7.17731998983083,400.2184788119223,27.7,맑음(안전),55.8,42.3
전라남도 나주시 봉황면 송현리,나주시청,061-339-8114,( - ),,461700201,건지산,20201201, , , ,전라남도,나주시,,5,False,False,18.81875476204932,8.37013328363672,6.894705822658502,,0.0,흐림(보통),92.5,51.2
