mntiadd,mntiadmin,mntiadminnum,mntidetails,mntihigh,mntilistno,mntiname,mntinfdt,mntisname,mntisummary,mntitop,region
경상남도 김해시 대동면 월촌리,김해시청,1577-9400,동신어산의 동쪽에 있는 산이다. 진입로 찾기가 어려우며 인적이 드물어 산길이 험하다.,136.6,482500101,각성산,20201201, , , ,경상남도
경상북도 봉화군 춘양면 석현리,봉화군청,054-679-6114,"각화산은 태백산 남쪽 15Km 지점 경북 봉화군 춘양면 석현리에 위치하고 있으며, 가을에는 정상을 오르는 등산로에 단풍이 곱게 물들어 많은 사람이 찾는다.
각화산이란 명칭은 시라 문무왕 16년 (676년) 원효대사가 춘양면 서동리에 있던 람화사(覽華寺)를 이 산자락 밑으로 이전한 뒤 생각 ""각"" 자로 바꿔 부른 데서 기인한다. 이 람화사에는 보물 52호로 지정된 3층 석탑이 있으며, 각화사에서 2Km 떨어진 곳에는 조선왕조실록을 보관하던 조선 5대 사고 가운데 하나인 태백산고지지(사적348호)가 위치하고 있으며 산림이 무성하여 찾기가 힘들고 오전에 등반해야 하산을 할 수 있다.",1202.0,479200101,각화산,20201201, , , ,경상북도
경기도 포천시 이동면 도평리,포천시청,031-538-2114,"각흘봉은 38선 북쪽에 있는 산이다.
 산 정상에서 동남쪽 아래로 약 3km 길이로 이어지는 각흘계곡은 계곡 피서지로 유명한 약사계곡과 삼부연폭포로 물을 쏟아 내려 주는 용화저수지의 발원지로 폭포와 웅덩이가 줄지어 있을 정도로 수량이 많아 계곡 물소리 또한 우렁차 귀를 시원하게 해 준다. 하늘이 보이지 않을 정도로 울창한 수림이 온 산을 감싸고 있으며, 등산로 곳곳에 갈대밭이 모여 있어 산행의 정취를 더해준다.
 각흘산 바로 아래의 계곡은 각흘계곡이고 중간 봉우리인 각흘봉(622m)아래 계곡은 약사계곡이라고 하는 골짜기로 이름이 꽤 알려졌다.
 각흘계곡의 물은 남쪽으로 흘러 약사계곡의 물과 합류하며 곧이어 백운산에서 흘러내러 오는 물과 만난 영평천을 이룬 뒤 한탄강으로 흘러간다. 경관:광덕산에서 백운산을 거쳐 국망봉, 운악산으로 흘러가는 한북정맥의 조망이 좋다. 북으로 전방지역의 산과 철원들판이 내려다보인다.",662.0,416500301,각흘봉,20201201, , , ,경기도
경기도 포천시 이동면 도평리,포천시청,031-538-2114,( - ),882.0,416504501,각흘산,20201201, , , ,경기도
강원특별자치도 정선군 회암면 화암리,정선군청,033-562-3911,"각희산은 화암국민관광지에서 동대천 북쪽으로 병풍처럼 펼친 듯 솟아 있는 산이며, 동대천을 사이에 두고 행산과 화암약수터가 있는 군의산과 마주하고 있다. 동대천을 거슬러 올라가면 남전산과 지억산이 버티고 있다. 동대천변의 화암 8경을 보려는 사람들의 발길은 끊이지 않는 데 반해 각희산은 등산로가 잘 알려지지 않아 아직 태고의 신비를 고스란히 간직하고 있다. 각희산 바로 옆 행산과 군의산, 남전산과 지억산이 어깨를 두르고 있다. 정상에서 보면 청옥산, 민둥산이 보이고 그 뒤로 두위봉도 보인다. 각희산은 예로부터 신성시하여 나라에서 벌채를 금지했던 곳으로 알려졌다.",1085.2,427700301,각희산,20201201, , , ,강원특별자치도
강원특별자치도 정선군 임계면 덕암리,정선군청,033-562-3911,( - ),0.0,427708901,각히산,20201201, , , ,강원특별자치도
전라북도 전주시 완산구 원당동 ,전주시청,063-222-1000,( - ),110.5,451100201,간대봉,20201201, , , ,전라북도
강원특별자치도 삼척시 신기면 신기리,삼척시청,033-572-2011,"삼척시 신기면과 노곡면 사이를 가로질러 신기리와 대평리를 감싸 안 듯 늘어선 산줄기의 가운데 우뚝 솟은 산봉우리이다. 산의 앞으론 오십천이 마을을 가로 흐르고 독묘산이 봉곳이 솟아 있다. 또한, 38번 국도와 영동선 철도가 지나가며 ""강원종합박물관""이 있다. 환선굴과 대금굴이 있는 덕항산을 마주하고 그 뒤로는 백두대간의 두타산, 청옥산이 버티고 서 있으며 좌로는 육백산, 사금산, 응봉산 등 수많은 산과 산맥이 이어져 있어 이 산에서의 주변 조망 또한 훌륭하다 하겠다.",471.6,422300201,간대산,20201201, , , ,강원특별자치도
강원특별자치도 인제군 남면 신월리,인제군청,033-461-2122,( - ),557.5,428100501,간무봉,20201201, , , ,강원특별자치도
울산광역시 울주군 상북면 등억알프스리,울주군청,052-229-7000,( - ),1069.2,317104301,간월산,20201201, , , ,울산광역시
전라남도 순천시 주암면 운룡리,순천시청,061-749-3114,( - ),449.4,461500101,간축산,20201201, , , ,전라남도
강원특별자치도 삼척시 가곡면 탕곡리,삼척시청,033-572-2011,( - ),0.0,422305401,갈경산,20201201, , , ,강원특별자치도
경기도 의왕시 왕곡동 ,의왕시청,031-345-2114,( - ),0.0,414300801,갈기산,20201201, , , ,경기도
충청북도 영동군 학산면 지내리,영동군청,043-742-2101,"기암괴봉과 깎아지른 바위벼랑이 한 폭의 동양화처럼 아름답고 능선이 반원형으로 가운데가 깊숙한 골을 이루며 암벽들이 산기슭을 감돌아 흐르는 금강 줄기와 어우러져 경관을 자랑한다. 또한, 천태산, 서대산 등 주변의 산 군을 바라볼 수 있는 조망이 좋은 산이다.",585.0,437400201,갈기산,20201201, , , ,충청북도
경기도 양평군 청운면 신론리,양평군청,031-773-5101,"용두리에서 홍천 방향으로 이어지는 44번 국도 동쪽 옆에 솟아 있는 갈기산은 산 높이는 낮으나 능선 곳곳에 바위가 돌출되어 전망이 좋은 산이다. 봄이면 바위들과 진달래, 철쭉이 어우러져 고운 빛깔로 물들이고, 가을이면 형형색색의 단풍으로 자태를 뽐내는 산으로, 유명한 산에 비해 한적하고 쾌적한 산행을 하기에 안성맞춤인 산이다.

국토지리정보원 발행 지형도상 갈기산의 한자 표기는 칡 '갈' 자에 터 '기' 자를 쓴 '葛基山'이지만 과거에는 일어날 기(起)자를 썼다고 한다. 구한말 기록에는 부동산(不動産), 그 이전에는 감물악(甘勿岳)이라고 불렀다고 한다.

정상 주변은 온통 바위로 되어 있어 전망이 좋으나 주의를 필요로 하는 곳이다. 계곡이 깨끗하고 물이 차가워 송어 양식에 적합한 장소로 산자락에는 송어 횟집이 여러 곳 있다.",0.0,418300101,갈기산,20201201, , , ,경기도
전라남도 해남군 송지면 송호리,해남군청,061-530-5114,( - ),0.0,468203401,갈두산,20201201, , , ,전라남도
경상북도 안동시 남선면 도로리,안동시청,054-856-5701,"이 산은 안동시 남선면과 의성군 단초면이 경계를 이루고 있으며, 안동시의 남동쪽 11km 지점에 있고 있다. 정상에는 기우단이 있고 기우단 주위에는 무쇠로 만든 말을 묻어 두었다는 전설이 있으며 정상 석탑에 돌을 올리고 소원을 빌면 이루어진다 하여 많은 사람들이 돌을 올리고 소원을 빌고 있다.",547.0,471700101,갈라산,20201201, , , ,경상북도
충청남도 홍성군 은하면 목현리,홍성군청,041-630-1114,( - ),57.1,448000101,갈록산,20201201, , , ,충청남도
대전광역시 동구 남월동 ,동구청,042-251-4114,대전광역시 동구 낭월동 산13-1번지에 위치한 갈리봉은 식장산 남쪽 줄기에 해당하는 233m의 낮은 봉우리이다. 서쪽보다 동쪽이 높으며 경사가 완만하나 남북으로는 급경사를 이루고 있다. 산에 오르는 인적이 드물어 등산로 입·출구가 불분명하다.  갈리봉에 오르기 위해선 산내초등학교 앞 사거리에서 마을 어귀로 길을 따라 들어오면 된다. 정상 조망점에서는 남서쪽으로 통영-대전중부고속국도가 보이고 그 뒤로 만인산을 볼 수 있다. 서쪽으로는 대전과 금산을 연결하는 도로를 따라 생긴 마을과 석천들의 대단위 아파트 단지를볼 수 있다. 동쪽으로는 곤룡재와 마주하고 있고 남쪽 바로 밑에는 곤룡터널로 이어진 도로가 보인다. 그리고 정상에서 동쪽으로 발길을 옮기면 북쪽으로 탁트인 식장산 전경을 볼 수 있다.,0.0,301102201,갈리봉,20201201, , , ,대전광역시
충청남도 논산시 가야곡면 병암리,논산시청,041-746-5114,( - ),158.1,442300101,갈마산,20201201, , , ,충청남도
경상남도 함안군 대산면 부목리,함안군청,055-580-2114,( - ),106.3,487300101,갈마산,20201201, , , ,경상남도
경상남도 합천군 용주면 성산리,합천군청,055-930-3114,"갈마산 정상에서 바라보는 합천이 한눈에 들어온다. 비록 산의 규모는 작지만, 정상에서 바라보는 조망이 가히 일품이다. 유유히 흐르는 황강에 둘린 합천의 전경이 이루 말할 수 없을 정도다.",232.7,488900101,갈마산,20201201, , , ,경상남도
전라남도 영암군 삼호읍 삼포리,영암군청,061-470-2114,영암군 삼호읍 용당리에서 삼포리 일대 현대삼호중공업 입구에 위치해 있다.,129.8,468302101,갈마산,20201201, , , ,전라남도
충청북도 영동군 용화면 자계리,영동군청,043-742-2101,( - ),625.4,437400301,갈모봉,20201201, , , ,충청북도
경상북도 상주시 공검면 지평리,상주시청,054-533-2001,( - ),207.6,472500101,갈모봉,20201201, , , ,경상북도
경상남도 고성군 삼산면 미룡리,고성군청,055-670-2114,"빼어난 산은 아니나 바다의 아름다운 풍광을 만끽할 수 있는 산이다. 이 산은 편백, 삼나무를 수종으로 하는 갈모봉 휴양림이 가꾸어져 있어 산책과 더불어 휴식공간으로 이용하기에 좋은 곳으로, 고성읍에서 약 2킬로 정도 떨어져 있고, 도로변에 위치하여 읍민들의 이용 접근성이 좋은 편이다.",368.3,488200101,갈모봉산,20201201, , , ,경상남도
광주광역시 동구 선교동 ,동구청,062-608-2114,( - ),313.8,291100101,갈미봉,20201201, , , ,광주광역시
경상남도 산청군 생비량면 제보리,산청군청,055-970-6000,( - ),363.1,488600301,갈미봉,20201201, , , ,경상남도
경상북도 안동시 북후면 석탑리,안동시청,054-856-5701,( - ),548.5,471705701,갈미봉,20201201, , , ,경상북도
전라북도 임실군 임실읍 대곡리,임실군청,063-640-2114,( - ),541.4,457500101,갈미봉,20201201, , , ,전라북도
전라남도 구례군 구례읍 계산리,구례군청,061-782-2014,"북으로는 곡성군이 있고 섬진강으로 구례군을 접경하여 동으로는 광양시, 남으로는 서면, 서쪽으로는 월등면이 인접하고 있다. 산은 봉두산(753m)을 비롯해 서면과 경계를 이루는 농암산(470m), 갓거리봉(688m), 구례군 문척면과 경계를 이루는 천황봉(652m), 갈미봉(656m) 등이 있다.",496.6,467300101,갈미봉,20201201, , , ,전라남도
전라남도 광양시 진상면 어치리,광양시청,061-797-2114,백두산을 뒤로하고 걷다 보면 우측에 억불 봉이 손에 닿을 듯이 자리 하고 있고 좌측 멀리 명산 지리산이 아늑하게 보이고 발아래 좌측에는 섬진강이 유유히 흐르고 있고 멀리 앞쪽에는 남해를 바라보며 산행을 하는데 지루함이 없다.,0.0,462300201,갈미봉,20201201, , , ,전라남도
전라남도 순천시 황전면 덕림리,순천시청,061-749-3114,"북으로는 곡성군이 있고 섬진강으로 구례군을 접경하여 동으로는 광양시, 남으로는 서면, 서쪽으로는 월등면이 인접하고 있다.산은 봉두산(753Km)을 비롯 서면과 경계를 이루는 농암산(470Km), 갓거리봉(688Km), 구례군 문 척면과 경계를 이루는 천황봉652Km, 갈미봉(656Km) 등이 있다.",656.4,461505301,갈미봉,20201201, , , ,전라남도
충청남도 금산군 남일면 신정리,금산군청,041-750-2114,( - ),0.0,447100101,갈미봉,20201201, , , ,충청남도
충청남도 공주시 우성면 방문리,공주시청,1899-0088,( - ),311.3,441504301,갈미봉,20201201, , , ,충청남도
강원특별자치도 정선군 북평면 숙암리,정선군청,033-562-3911,( - ),1273.0,427700501,갈미봉,20201201, , , ,강원특별자치도
강원특별자치도 원주시 귀래면 운남리,원주시청,033-742-2111,( - ),0.0,421300101,갈미봉,20201201, , , ,강원특별자치도
경상북도 봉화군 봉성면 우곡리,봉화군청,054-679-6114,"갈방산(葛芳山)은 해발고도 712m의 낮은 산이다. 봉화군 법전면 갈방마을에 위치한 이산은 낮지만, 정상부까지의 등산로가 희미할뿐만 아니라 등산로가 매우 가파르기 때문에 등산하기에 약간의 어려움이 있다. 정산부에서부터하는 등산은 대체로 쉬운편이나, 숲이 우거져 주변 경치를 조망하기가 어렵다. 하지만 자연을 벗삼은 호젓한 산행을 하기엔 알맞은 편이다.",711.5,479200201,갈방산,20201201, , , ,경상북도
충청남도 금산군 부리면 방우리,금산군청,041-750-2114,( - ),582.2,447100201,갈선산,20201201, , , ,충청남도
강원특별자치도 인제군 기린면 방동리,인제군청,033-461-2122,( - ),0.0,428105101,갈전곡봉,20201201, , , ,강원특별자치도
강원특별자치도 양양군 서면 갈천리,양양군청,033-670-2114,( - ),1196.3,428307401,갈전곡봉,20201201, , , ,강원특별자치도
경상남도 거창군 신원면 청수리,거창군청,055-940-3114,( - ),765.1,488806301,갈전산,20201201, , , ,경상남도
경상남도 산청군 생초면 향양리,산청군청,055-970-6000,"갈전산은 산청, 거창군을 경계 짓는 위치에 있으며 덕유산에서 내려온 줄기가 이곳 경계에서 양분되어 한줄기는 덕갈산을 거쳐 생초면 소재지 방향으로 달리고 다른 한줄기가 바로 갈전산을 거쳐 철마산, 소룡산, 바랑산을 거쳐 황매산으로 길게 이어져 있다. 갈전산은 덕갈산과 마주 보고 있어 생초면 소재지까지 뻗어 있는 덕갈산 줄기를 조망하기에 좋은 곳이다. 날씨가 좋으면 덕유산과 함양군의 고봉들도 조망할 수 있으며 지리산과 그 아래 산들도 조망할 수 있다. 갈전산은 규모가 크거나 산세가 수려하지는 않다. 하지만 이웃한 철마산과 함께 연결하여 산세를 본다면 결코 작은 산이라고 말할 수 없다.",0.0,488600401,갈전산,20201201, , , ,경상남도
경기도 양평군 영문면 금곡리,양평군청,031-773-5101,( - ),0.0,418300201,갈지산,20201201, , , ,경기도
부산광역시 기장군 기장읍 내리,기장군청,051-709-4000,( - ),308.5,267100101,감딤산,20201201, , , ,부산광역시
강원특별자치도 횡선군 공근면 어둔리,횡성군청,033-340-2114,( - ),636.7,427300101,감루봉,20201201, , , ,강원특별자치도
충청남도 공주시 계룡면 하대리,공주시청,1899-0088,( - ),307.5,441504401,감바위산,20201201, , , ,충청남도
전라남도 무안군 현경면 해운리,무안군청,061-450-5114,"감방산은 영산기맥의 호남정맥의 하나의 산으로 높은 산은 아니지만, 칠산바다가 한눈에 보이는 아주 전망 좋은 산이기도 하다 않은 산이어서 가족들과 함께 오를 수 있는 산이다. 힘들게 오르지 않고 웃으면서 걷다 보면 정상에 바로 올라온다. 정상에서 바라보면 칠산바다가 한눈에 보이는데 가히 그동안 쌓였던 피곤이 한 번에 떨쳐버릴 듯한 칠산바다가 뻥하니 뚫려서 보인다. 시원한 산의 공기와 칠산바다의 내음을 맡을 수 있는 곳이다.",259.0,468400101,감방산,20201201, , , ,전라남도
충청남도 부여군 외산면 비암리,부여군청,041-830-2114,( - ),463.9,447600101,감봉산,20201201, , , ,충청남도
강원특별자치도 원주시 신림면 황둔리,원주시청,033-742-2111,"감악산은 치악산 동쪽에 있는 높이 945m의 바위산으로, 정상까지의 산행 거리가 짧고 경사도 급하지 않아 초보자도 쉽게 찾을 수 있는 산이다.
 원주시 신림면. 충북 제천시 봉양읍 경계에 소재, 원주시의 남동단에 있으며 치악산과 이웃하고 있어 빛을 보지 못하고 있으나 정상에는 석기암을 잇는 암봉과 암릉이 치악산 못지않은 절경을 지니고 있다.
 여름철 황둔리에서 황치리로 이어지는 시원한 계곡과 해발 945m의 바위산으로 정상까지의 산행 거리가 짧고 경사도 급하지 않아 초보자도 쉽게 오를 수 있어 많은 등반객의 사랑을 받고 있다.
 정상 밑에는 백련사라는 절이 있으며 이곳까지 길이 잘 뚫려 있어 자동차 통행이 가능하다. 주능선에 우뚝 솟은 암봉들은 올라서기에 다소 위험하지만, 굳이 바위에 올라가지 않아도 되므로 무리하게 올라서려 하지 않는 게 좋다.",883.6,421300201,감악봉,20201201, , , ,강원특별자치도
경기도 파주시 적성면 객현리,파주시청,031-940-4114,"예로부터 수덕이 뛰어나 삼각산의 영광을 뒷받침한 경기 오악중 북악에 속하는 이 산은 지형적 특성으로 삼국시대에부터 전략적인 요충지로 6·25전쟁 때까지 치열한 격전이 있던 곳이다. 그런 연유로 산자락 설마치계곡 양쪽으로 영국군 전전비와 대한의 열 단 전적비가 세워져 있다. 바위 사이로 검은빛과 푸른빛이 동시에 흘러나온다 하여 감악(紺岳), 즉 감색바위라고 하였다. 또한, 조선 명종 때 구월산 청석골을 거점으로 활약하던 임꺽정의 중간거점이 있던 곳으로 그와 연관된 지명이 곳곳에 있다. 정상에는 현재도 군사시설이 있으며, 북한산 진흥왕 순수비와 유사한 일명 삐뜰대왕비, 설인귀비가 있다. 이 비는 아직도 전쟁 때 탄흔 자국을 가지고 있으며 파주군 향토유적 제8호로 지정되어 있다. 전체적인 산세는 바위과 작은 바위봉우리들이 조화를 이루고 있으며 간간이 절벽지대가 있으므로 주의를 요구한다. 원래 감악사, 운계사, 범륜사, 운림사 등의 4개 사찰이 있었다는데 현재는 1970년 옛 운계사 터에 재창건한 범륜사만 남아 있다. 서울에서 그리 멀지 않으며, 의정부 북쪽 회천에서 양주시 남면을 지나 설마리를 거쳐 감악산 계곡을 따라 들어가면 높이 20여 m에 달하는 운계폭포가 나온다. 폭포 뒤로 범륜사가 있고 그 뒤로 전형적인 바위산의 모습을 띤 감악산이 보인다. 맑은 날에는 개성의 송악산과 북한산이 보인다.",674.9,414800101,감악산,20201201, , ,"예로부터 경기 5악의 하나로서 폭포·계곡·암벽 등을 고루 갖추고 있으며, 임진강·개성 송악산 등의 조망이 좋은 점 등을 고려하여 선정수량이 풍부한 운계폭포가 있고, 정상에는 글자가 모두 마멸되어 판독이 불가능한 비뜰대왕비(파주군 향토유적 제8호)가 있는데 `설인귀(薛人貴)'설과 `진흥왕 순수비'설이 나뉘어 속전되고 있음. 임꺽정이 관군의 추격을 피하기 위해 숨어 지냈다는 장군봉 아래 임꺽정 굴이 있음. ",경기도
경상남도 거창군 남상면 무촌리,거창군청,055-940-3114,"거창의 안산이다. 거창군 남상면과 신원면의 경계를 이룬다. 정상에 넓은 감악평전이 있고 KBS, MBC 방송중계탑과 이동통신중계탑 등이 설치되어 있다.",952.6,488800101,감악산,20201201, , , ,경상남도
충청북도 제천시 봉양읍 명도리,제천시청,043-641-5114,( - ),0.0,431504201,감악산,20201201, , , ,충청북도
강원특별자치도 원주시 신림면 황둔리,원주시청,033-742-2111,( - ),0.0,421303001,감악산,20201201, , , ,강원특별자치도
경상남도 합천군 가회면 중촌리,합천군청,055-930-3114,( - ),0.0,488906501,감암산,20201201, , , ,경상남도
경상북도 봉화군 법전면 소천리,봉화군청,054-679-6114,"경북 봉화군 법전면 소천리에 있는 감의산(感依山)은 비교적 높지 않은 산이다. 남쪽으로 맑은 운곡천(雲谷川)을 끼고 사미정(四未亭)유원지와 가무, 동미쏘 등 자연경관이 수려한 곳으로 많은 행락객이 즐겨찾는 곳이기도 하다. 적수골에서 감의봉 정상을 지나 유원지로 내려오는 길이 있는데 2km 정도의 등산로가 있으며, 등산로 서쪽으로는 깎아지는 절벽이 100m 정도 자리 잡고 있어서 뛰어난 경관이 펼쳐진다.",0.0,479200301,감의산,20201201, , , ,경상북도
경상남도 거창군 남하면 대야리,거창군청,055-940-3114,( - ),518.6,488805001,감토산,20201201, , , ,경상남도
경기도 광주시 곤지암읍 오향리,광주시청,031-760-2000,( - ),380.1,416100101,감투봉,20201201, , , ,경기도
전라남도 장성군 북하면 동현리,장성군청,061-393-1989,( - ),307.4,468800101,감투봉,20201201, , , ,전라남도
충청남도 부여군 초촌면 신암리,부여군청,041-830-2114,( - ),194.8,447600201,감투봉,20201201, , , ,충청남도
전라북도 정읍시 산내면 능교리,정읍시청,063-539-7114,감투봉은 해발은 높으나 그 전체 지역이 해발이 높게 되어 있어 등산 코스는 그 해발에 중간 정도이다. 전체적으로 등산 코스가 짧으며 해발이 높아 전체 조망을 할 수 있다.,0.0,451800101,감투봉,20201201, , , ,전라북도
충청북도 단양군 영춘면 유암리,단양군청,043-422-3011,( - ),266.1,438000101,감투봉,20201201, , , ,충청북도
충청남도 서천군 한산면 지현리,서천군청,041-950-4114,( - ),118.1,447702401,감투산,20201201, , , ,충청남도
경기도 남양주시 와부읍 월문리,남양주시청,031-590-2114,예봉산 예빈산 적갑산 운길산 등의 정맥과 이어진 마지막 봉우리이다.,543.7,413600201,갑산,20201201, , , ,경기도
경상북도 상주시 낙동면 비룡리,상주시청,054-533-2001,"갑장산은 아름다움이 으뜸이요(甲), 사장(四長)을 이룬다는 뜻에서 그 이름이 비롯된 산이다. 고려 충렬왕이 승장사에서 잠시 쉬었다 가며 ‘영남의 으뜸 산’이라 하여 갑장이라 명명했다는 설도 전한다. 상산 삼악의 하나인 연악(淵岳)이라고도 한다. 연악이란 이름은 구룡연에서 유래되었다. 구룡연은 갑장사 뒤 사거리에서 웃승장 방향으로 50ｍ 정도 내려가면 우측에 있는데, 천제와 기우제를 지내던 신성스런 연못이다. 구룡연에서 북쪽으로 문필봉이 우뚝 솟아 있는데, 바위 3개가 붓처럼 뭉쳐져 있다. 이 문필봉의 정기를 받아 갑장산 주변에 장원급제한 인물들이 많이 나왔다고 하여 장원향이라는 이름을 남기기도 하였다. 용포 쪽에는 백운 이규보가 1196년 요양하며 시를 남긴 용담사터가 있고, 승장계곡에는 옥류정과 승장폭포, 그리고 상주 사장사(四長寺), 갑장사(甲長寺), 승장사(勝長寺), 북장사(北長寺), 남장사(南長寺)) 중 하나였던 승장사터가 있다. 갑장산 정상 부근에는 고려 공민왕 22년(1373) 나옹선사가 창건한 갑장사가 자리 잡고 있다.",805.8,472500201,갑장산,20201201, , , ,경상북도
대전광역시 유성구 갑동 ,유성구청,042-611-2114,"갑하산은 계룡산국립공원에 인접해 있는 아기자기한 바위와 숲이 잘 어우러진 전망이 좋은 산이다. 유성에서 계룡산의 동학사 가는 길목 옆에 자리 잡고 있어 접근하기도 쉽고 산세가 험하지 않아 어느 때 찾아가도 등산의 재미를 만끽할 수 있다. 특히, 봄에는 온 산에 진달래가 붉게 물들고 여름에는 안진바위 골짜기의 넓은 암반과 폭포가 시원하며, 가을 단풍과 겨울의 설경이 아름답다. 산 이름은 옛날에 이 지역이 갑소여서 갑골, 갑동의 지명에서 유래된 듯하며, 이 산은 세 개의 봉우리가 불상을 닮았다고 하여 삼불봉이라고 부르기도 한다. 이 산 아래의 안진바위 마을은 조선 태종 임금이 유성에서 목욕하고 신도 안으로 갈 때 냇가의 바위에서 쉬어 갔다고 해서 유래됐고, 두리봉 아래의 매평마을은 매화낙지형의 명당자리여서 사람들이 모여 살았었는데 현재는 국립대전현충원이 자리 잡고 있다.
 우산봉은 계룡산 천황봉에서 산줄기가 백운봉, 도덕봉을 휘돌아 갑하산을 거쳐 치달리다가 금강에 떨어지기 전에 불끈 솟아 올린 봉우리이다. 이 산의 등마루는 숲과 바위가 적당히 어우러진 가운데, 특히 소나무가 많아서 걷기가 편해지고 봄에는 진달래와 철쭉이 흐드러지게 피어난다.",468.7,302000101,갑하산,20201201, , , ,대전광역시
경상남도 의령군 부림면 익구리,의령군청,055-570-2114,( - ),181.0,487200201,갓골산,20201201, , , ,경상남도
경상남도 의령군 지정면 두곡리,의령군청,055-570-2114,( - ),259.2,487200301,갓등산,20201201, , , ,경상남도
경상남도 남해군 고현면 대곡리,남해군청,055-860-3114,( - ),0.0,488400101,강구산,20201201, , , ,경상남도
경기도 여주시 점동면 청안리,여주시청,031-883-2114,( - ),283.5,416700101,강금산,20201201, , , ,경기도
경상남도 합천군 봉산면 계산리,합천군청,055-930-3114,( - ),563.0,488900301,강덕산,20201201, , , ,경상남도
경상남도 거제시 장목면 외포리,거제시청,055-639-3000,"거제 강망산 봉수대. 봉수는 높은 산에 올라가서 불을 피워 낮에는 연기로 밤에는 횃불로 급한 소식을 전하던 전통시대의 통신제도이다. 봉수제는 기록상으로 고려 중기(12, 13세기)에 나타나지만, 실제로는 삼국시대 이전부터 있었던 것으로 생각된다. 그러나 체계적으로 정비된 때는 왜구의 침입이 극심해진 고려말 이후부터 조선 초기에 들어서였다. 봉수를 밝히는 봉수대는 대략 수십 리의 일정한 거리마다 시야가 확 트인 산꼭대기에 설치하였다. 그리하여 평시에는 하나의 불꽃이나 연기, 적이 바다에 나타나면 둘, 적이 해안에 접근해오면 셋, 바다에 적과 접전이 이뤄지면 넷, 적이 육지에 상륙했을 경우엔 5개의 불꽃이나 연기를 피워 올렸다.",374.3,483100301,강망산,20201201, , , ,경상남도
대전광역시 동구 소호동 ,동구청,042-251-4114,"대전광역시 동구 소호동 산 143번지에 있으며 해발 382m의 중간 높이 산으로 산세는 산 면이 암벽으로 둘러싸여 있어 경사지고 거친 편이나 등반로는 비교적 잘 되어 있다. 쉬운 등반 진입로는 지프재(비파치) 고개 좌측 벽면이 파여 있는 부분으로 진입하여 임도를 무시하고 동쪽의 정상 쪽으로 오르다가 정상부에서 남쪽으로 등반하며 몇 개의 봉우리를 거쳐 남동쪽으로 하산하면 되겠고, 정상부에서 전경으로는 동쪽으로 식장산이 보이고 북쪽으로는 대전 시내 일대 전경이 훤히 내려다보인다.",381.6,301100101,강바위산,20201201, , , ,대전광역시
강원특별자치도 춘천시 남산면 강촌리,춘천시청,033-253-3700,( - ),485.4,421106101,강선봉,20201201, , , ,강원특별자치도
경상남도 거창군 신원면 와룡리,거창군청,055-940-3114,( - ),0.0,488805501,강섭산,20201201, , , ,경상남도
경기도 가평군 북면 적목리,가평군청,031-580-2114,"경기도 포천군과 가평군의 경계를 이루는 강씨봉은 옛날 이곳에 강씨가 모여 살았다 하여 붙여진 이름이라 한다. 강씨봉에서 동남쪽으로 뻗어 내리는 능선 길에 강씨봉고개가 있으며, 고갯마루에서 동쪽 아래에 강씨봉 마을 터가 남아있다. 전체 산세가 완만하고 부드러워 산행이 힘들지 않으며, 한나무골 계곡은 아직도 맑고 깨끗함을 간직하고 있다. 강씨봉은 포천시와 가평군을 경계로 하는 아기자기한 등산코스를 지니고 있지만, 주위에 유명한 산들이 많아, 등산객이 많지 않은 조용한 산행을 즐길 수 있어 가족산행지로 가볼 만하다. 특히 겨울 설경이 아름다우며 산꼭대기 좌우로 매우 아름다운 경관을 가진 산으로 한나무골의 계곡은 맑고 깨끗하다. 마지막 능선의 억새밭과 싸리나무, 봄철의 진달래와 철쭉이 어우러진 모습이 볼만하다.",830.2,418200201,강씨봉,20201201, , , ,경기도
경상남도 합천군 청덕면 가현리,합천군청,055-930-3114,( - ),37.4,488900401,강진산,20201201, , , ,경상남도
